date,Close,High,Low,Open
2014-01-01,1.37657,1.3773400000000002,1.3741599999999998,1.3765749999999999
2014-01-02,1.366545,1.3775300000000001,1.362975,1.37643
2014-01-03,1.358825,1.3672,1.3582450000000001,1.3665250000000002
2014-01-06,1.36298,1.365325,1.35716,1.359545
2014-01-07,1.3617400000000002,1.3656350000000002,1.35967,1.3629699999999998
2014-01-08,1.357145,1.363505,1.35535,1.36172
2014-01-09,1.36064,1.363345,1.3548,1.357145
2014-01-10,1.366965,1.3687399999999998,1.35703,1.3606349999999998
2014-01-13,1.366875,1.3685,1.363745,1.36722
2014-01-14,1.366705,1.369945,1.3649049999999998,1.3668650000000002
2014-01-15,1.35994,1.36733,1.3581349999999999,1.366705
2014-01-16,1.361565,1.36497,1.35833,1.3599350000000001
2014-01-17,1.35406,1.362115,1.35172,1.3615599999999999
2014-01-20,1.3545950000000002,1.3568099999999998,1.350765,1.352745
2014-01-21,1.3557450000000002,1.356905,1.351655,1.3545949999999998
2014-01-22,1.3544049999999999,1.3584,1.3534700000000002,1.3557199999999998
2014-01-23,1.368825,1.36985,1.3530350000000002,1.3544200000000002
2014-01-24,1.367855,1.373955,1.36627,1.368825
2014-01-27,1.367425,1.371675,1.36532,1.3687049999999998
2014-01-28,1.365415,1.3688500000000001,1.362895,1.36744
2014-01-29,1.3657599999999999,1.368475,1.360315,1.36542
2014-01-30,1.355745,1.36627,1.3543500000000002,1.3657400000000002
2014-01-31,1.3487,1.357365,1.347925,1.3557350000000001
2014-02-03,1.3522599999999998,1.35358,1.3476949999999999,1.348745
2014-02-04,1.351605,1.353875,1.3493249999999999,1.3522699999999999
2014-02-05,1.35339,1.3555700000000002,1.3498999999999999,1.35161
2014-02-06,1.3591600000000001,1.3619050000000001,1.34824,1.353405
2014-02-07,1.3636050000000002,1.364385,1.3552,1.35921
2014-02-10,1.364525,1.365145,1.36186,1.3618700000000001
2014-02-11,1.363675,1.3683,1.36295,1.364525
2014-02-12,1.3587850000000001,1.36527,1.35623,1.363675
2014-02-13,1.36761,1.36923,1.358565,1.358775
2014-02-14,1.369265,1.371495,1.367385,1.36761
2014-02-17,1.37039,1.372425,1.3692099999999998,1.370455
2014-02-18,1.376045,1.377055,1.3694549999999999,1.370375
2014-02-19,1.37296,1.37731,1.3486449999999999,1.376055
2014-02-20,1.372085,1.376255,1.368585,1.3729399999999998
2014-02-21,1.373995,1.3758750000000002,1.370205,1.3720750000000002
2014-02-24,1.37347,1.37718,1.3708399999999998,1.37374
2014-02-25,1.3745850000000002,1.37671,1.3715600000000001,1.373475
2014-02-26,1.3681,1.3757700000000002,1.3661750000000001,1.37459
2014-02-27,1.3706450000000001,1.372705,1.36431,1.3680949999999998
2014-02-28,1.38014,1.382505,1.3694099999999998,1.370635
2014-03-03,1.3735400000000002,1.37927,1.372645,1.3774250000000001
2014-03-04,1.3742,1.378185,1.37198,1.3735499999999998
2014-03-05,1.37316,1.37496,1.370745,1.3741849999999998
2014-03-06,1.386365,1.3873250000000001,1.37214,1.373145
2014-03-07,1.38741,1.391515,1.3852099999999998,1.386355
2014-03-10,1.387585,1.389805,1.3861750000000002,1.3877599999999999
2014-03-11,1.385645,1.38769,1.38339,1.3876
2014-03-12,1.390235,1.391445,1.38436,1.385625
2014-03-13,1.386505,1.39668,1.384565,1.390255
2014-03-14,1.391305,1.393775,1.384785,1.386555
2014-03-17,1.392535,1.39478,1.38791,1.3909099999999999
2014-03-18,1.39291,1.3942999999999999,1.388005,1.39253
2014-03-19,1.381815,1.39327,1.38098,1.392945
2014-03-20,1.37787,1.3845100000000001,1.37494,1.381825
2014-03-21,1.37933,1.38109,1.3765749999999999,1.377875
2014-03-24,1.383645,1.3876,1.3760400000000002,1.3796650000000001
2014-03-25,1.382015,1.384715,1.3749,1.38364
2014-03-26,1.37858,1.38235,1.377645,1.38198
2014-03-27,1.3740649999999999,1.37969,1.372865,1.378565
2014-03-28,1.375175,1.3773300000000002,1.370475,1.3740450000000002
2014-03-31,1.3774,1.380915,1.372175,1.37533
2014-04-01,1.37935,1.381565,1.3769200000000001,1.3774250000000001
2014-04-02,1.376675,1.38206,1.3753250000000001,1.37935
2014-04-03,1.37229,1.38073,1.369825,1.376665
2014-04-04,1.37026,1.373165,1.36727,1.3722849999999998
2014-04-07,1.374205,1.37487,1.3697300000000001,1.37038
2014-04-08,1.3793,1.38117,1.373745,1.374185
2014-04-09,1.385255,1.386215,1.378005,1.379295
2014-04-10,1.38866,1.38993,1.38362,1.38524
2014-04-11,1.3884400000000001,1.3905850000000002,1.3863400000000001,1.3887
2014-04-14,1.381565,1.386315,1.38083,1.384735
2014-04-15,1.3810850000000001,1.38335,1.379035,1.381545
2014-04-16,1.38239,1.3851149999999999,1.3803800000000002,1.3811
2014-04-17,1.381075,1.38647,1.38107,1.38238
2014-04-18,1.381355,1.3822450000000002,1.38084,1.381105
2014-04-21,1.37915,1.38305,1.37872,1.38144
2014-04-22,1.3807,1.382485,1.378515,1.3790900000000001
2014-04-23,1.38171,1.38547,1.380045,1.380715
2014-04-24,1.383065,1.3844400000000001,1.379155,1.38172
2014-04-25,1.383375,1.38484,1.3826900000000002,1.383065
2014-04-28,1.3851900000000001,1.387965,1.381475,1.3839000000000001
2014-04-29,1.3813,1.3879199999999998,1.3805749999999999,1.3852
2014-04-30,1.3868,1.38767,1.37737,1.381295
2014-05-01,1.38701,1.388935,1.386275,1.386805
2014-05-02,1.3871499999999999,1.3881350000000001,1.381215,1.38702
2014-05-05,1.3874900000000001,1.3886150000000002,1.386475,1.387155
2014-05-06,1.3929200000000002,1.39513,1.3872200000000001,1.3874900000000001
2014-05-07,1.39106,1.39388,1.39092,1.392925
2014-05-08,1.384265,1.39939,1.3833199999999999,1.3910399999999998
2014-05-09,1.3756599999999999,1.38437,1.374495,1.384265
2014-05-12,1.3755600000000001,1.3775,1.37494,1.376065
2014-05-13,1.3707699999999998,1.377165,1.3689049999999998,1.3755549999999999
2014-05-14,1.3717549999999998,1.373095,1.36978,1.370775
2014-05-15,1.371685,1.37323,1.3648349999999998,1.371765
2014-05-16,1.3694899999999999,1.372725,1.36854,1.371705
2014-05-19,1.3712300000000002,1.3734350000000002,1.3698299999999999,1.3702999999999999
2014-05-20,1.370345,1.37138,1.3678,1.3712299999999997
2014-05-21,1.368195,1.372345,1.36343,1.370305
2014-05-22,1.365335,1.36871,1.36454,1.36818
2014-05-23,1.3629,1.365345,1.3615650000000001,1.365335
2014-05-26,1.365215,1.36545,1.36157,1.3627799999999999
2014-05-27,1.36337,1.36687,1.361255,1.3652099999999998
2014-05-28,1.35921,1.363785,1.358855,1.36336
2014-05-29,1.3602699999999999,1.362585,1.358625,1.3592149999999998
2014-05-30,1.36343,1.3650250000000002,1.35986,1.3602750000000001
2014-06-02,1.3596599999999999,1.3636149999999998,1.3588049999999998,1.36288
2014-06-03,1.362095,1.364795,1.358645,1.359675
2014-06-04,1.36025,1.36391,1.359655,1.3620999999999999
2014-06-05,1.3660549999999998,1.36702,1.350295,1.36025
2014-06-06,1.36432,1.367705,1.3620999999999999,1.36603
2014-06-09,1.359245,1.36687,1.35827,1.36477
2014-06-10,1.3539349999999999,1.360195,1.3533499999999998,1.359245
2014-06-11,1.35357,1.355715,1.3521549999999998,1.3539400000000001
2014-06-12,1.35508,1.3572000000000002,1.351235,1.35358
2014-06-13,1.3540800000000002,1.35791,1.352105,1.355065
2014-06-16,1.357575,1.357945,1.351305,1.3535849999999998
2014-06-17,1.354875,1.3587099999999999,1.35365,1.357585
2014-06-18,1.358965,1.359995,1.3541850000000002,1.35488
2014-06-19,1.3610250000000002,1.364355,1.3584800000000001,1.358965
2014-06-20,1.359995,1.3634149999999998,1.356435,1.361015
2014-06-23,1.36002,1.36136,1.35739,1.359125
2014-06-24,1.360605,1.3627799999999999,1.358345,1.36002
2014-06-25,1.3628,1.365145,1.360065,1.360595
2014-06-26,1.361155,1.364145,1.35757,1.3628049999999998
2014-06-27,1.3649799999999999,1.36513,1.361,1.361145
2014-06-30,1.369165,1.3697750000000002,1.3640349999999999,1.3643450000000001
2014-07-01,1.36803,1.3700649999999999,1.36756,1.3691550000000001
2014-07-02,1.3653149999999998,1.368125,1.3642050000000001,1.36802
2014-07-03,1.36089,1.366455,1.35961,1.365315
2014-07-04,1.3594950000000001,1.36112,1.35854,1.36089
2014-07-07,1.360595,1.360935,1.35761,1.358805
2014-07-08,1.36169,1.361735,1.35884,1.3605900000000002
2014-07-09,1.3643450000000001,1.364875,1.36023,1.36168
2014-07-10,1.360435,1.3650799999999998,1.35893,1.364335
2014-07-11,1.360745,1.3624800000000001,1.35914,1.3604500000000002
2014-07-14,1.3621850000000002,1.3640400000000001,1.3597549999999998,1.360235
2014-07-15,1.35708,1.3628149999999999,1.356195,1.36218
2014-07-16,1.352815,1.357135,1.3521,1.357065
2014-07-17,1.35188,1.354035,1.35128,1.35282
2014-07-18,1.3524850000000002,1.353605,1.3491,1.351885
2014-07-21,1.35222,1.354905,1.35131,1.35304
2014-07-22,1.3466749999999998,1.352965,1.3458999999999999,1.352215
2014-07-23,1.346115,1.34742,1.34551,1.346675
2014-07-24,1.34652,1.34851,1.34382,1.34611
2014-07-25,1.342915,1.3475700000000002,1.342125,1.34653
2014-07-28,1.34374,1.3444,1.342705,1.342885
2014-07-29,1.340995,1.344465,1.340425,1.343745
2014-07-30,1.3394599999999999,1.3415249999999999,1.33669,1.3409900000000001
2014-07-31,1.338895,1.3400599999999998,1.337155,1.3394599999999999
2014-08-01,1.342615,1.3444850000000002,1.33786,1.338895
2014-08-04,1.342165,1.3431199999999999,1.340945,1.34279
2014-08-05,1.337145,1.342485,1.33583,1.3421699999999999
2014-08-06,1.33798,1.33879,1.3333149999999998,1.33715
2014-08-07,1.3357299999999999,1.33941,1.33372,1.337975
2014-08-08,1.3409149999999999,1.3432849999999998,1.334365,1.3356949999999999
2014-08-11,1.338225,1.34084,1.3380349999999999,1.34044
2014-08-12,1.33649,1.3383,1.33361,1.338225
2014-08-13,1.3365900000000002,1.34155,1.334235,1.3364850000000001
2014-08-14,1.336125,1.3407900000000001,1.334855,1.3366099999999999
2014-08-15,1.3400349999999999,1.341215,1.3358750000000001,1.336115
2014-08-18,1.33602,1.339925,1.3353000000000002,1.33896
2014-08-19,1.33205,1.336055,1.3313199999999998,1.33602
2014-08-20,1.32591,1.33217,1.3255400000000002,1.332045
2014-08-21,1.32786,1.32885,1.32419,1.325915
2014-08-22,1.32439,1.3296649999999999,1.32207,1.327865
2014-08-25,1.3186149999999999,1.3228550000000001,1.317905,1.319725
2014-08-26,1.3169549999999999,1.321475,1.3164799999999999,1.3186149999999999
2014-08-27,1.3191950000000001,1.321015,1.31528,1.316985
2014-08-28,1.3184200000000001,1.322085,1.3159800000000001,1.3192
2014-08-29,1.3132450000000002,1.31962,1.31319,1.318435
2014-09-01,1.31311,1.314555,1.31192,1.3127
2014-09-02,1.31311,1.313675,1.311005,1.31311
2014-09-03,1.3148049999999998,1.316,1.3122,1.31311
2014-09-04,1.2930000000000001,1.315405,1.292005,1.314795
2014-09-05,1.29498,1.29895,1.2925,1.293005
2014-09-08,1.28913,1.2959049999999999,1.2881200000000002,1.295225
2014-09-09,1.2941099999999999,1.295755,1.285955,1.289135
2014-09-10,1.29169,1.2962850000000001,1.288385,1.294125
2014-09-11,1.292255,1.295195,1.289705,1.29169
2014-09-12,1.296255,1.29794,1.290895,1.2922600000000002
2014-09-15,1.29385,1.2969249999999999,1.29086,1.2959800000000001
2014-09-16,1.2958,1.29953,1.292245,1.293865
2014-09-17,1.2848950000000001,1.298315,1.283445,1.295785
2014-09-18,1.292055,1.2930450000000002,1.284885,1.2849050000000002
2014-09-19,1.282925,1.292905,1.2827950000000001,1.2920500000000001
2014-09-22,1.28504,1.2867950000000001,1.281625,1.28399
2014-09-23,1.284915,1.29011,1.28396,1.285045
2014-09-24,1.27769,1.28639,1.2774349999999999,1.28492
2014-09-25,1.27553,1.27834,1.2696800000000001,1.277695
2014-09-26,1.2683,1.276005,1.2676850000000002,1.27553
2014-09-29,1.26901,1.271515,1.266375,1.267575
2014-09-30,1.269335,1.2702300000000002,1.268155,1.26902
2014-10-01,1.26218,1.26398,1.258385,1.26281
2014-10-02,1.2668249999999999,1.269885,1.261385,1.262165
2014-10-03,1.251445,1.2669199999999998,1.25007,1.26682
2014-10-06,1.264345,1.267515,1.2512249999999998,1.251265
2014-10-07,1.266505,1.268335,1.258375,1.2643499999999999
2014-10-08,1.27408,1.27549,1.2622499999999999,1.26648
2014-10-09,1.268815,1.2791450000000002,1.26635,1.27407
2014-10-10,1.262705,1.271605,1.26056,1.26882
2014-10-13,1.27217,1.276855,1.263385,1.263965
2014-10-14,1.264155,1.2731599999999998,1.263175,1.272165
2014-10-15,1.2820550000000002,1.288775,1.26247,1.2641499999999999
2014-10-16,1.280435,1.28452,1.270575,1.28205
2014-10-17,1.2759649999999998,1.283695,1.274405,1.2804449999999998
2014-10-20,1.27943,1.2817,1.273125,1.274745
2014-10-21,1.271355,1.284065,1.270645,1.279435
2014-10-22,1.264155,1.27397,1.26372,1.271355
2014-10-23,1.264945,1.26768,1.2613850000000002,1.264135
2014-10-24,1.26709,1.2696,1.263495,1.264955
2014-10-27,1.2702499999999999,1.272385,1.266575,1.267625
2014-10-29,1.2631649999999999,1.277075,1.2627000000000002,1.27372
2014-10-30,1.26091,1.263315,1.2546750000000002,1.263155
2014-10-31,1.252415,1.26092,1.2485400000000002,1.26091
2014-11-03,1.24924,1.25115,1.2438799999999999,1.2502
2014-11-04,1.255195,1.25774,1.249005,1.249225
2014-11-05,1.24773,1.2567300000000001,1.2457150000000001,1.2551899999999998
2014-11-07,1.2455850000000002,1.247035,1.2358099999999999,1.2380399999999998
2014-11-09,1.2460499999999999,1.2460499999999999,1.2460499999999999,1.2460499999999999
2014-11-11,1.2475649999999998,1.249975,1.239445,1.242585
2014-11-12,1.243025,1.24978,1.2419,1.24756
2014-11-13,1.2473800000000002,1.2473800000000002,1.24735,1.24735
2014-11-14,1.252475,1.25465,1.239825,1.24737
2014-11-16,1.2521200000000001,1.2521200000000001,1.2521200000000001,1.2521200000000001
2014-11-18,1.25322,1.254575,1.244895,1.24502
2014-11-19,1.2540499999999999,1.2600799999999999,1.2512349999999999,1.253215
2014-11-20,1.2543199999999999,1.257555,1.250425,1.25406
2014-11-21,1.238905,1.2568350000000001,1.2374900000000002,1.254295
2014-11-24,1.2433999999999998,1.244475,1.237165,1.237165
2014-11-25,1.247965,1.248735,1.240215,1.24341
2014-11-26,1.250435,1.25319,1.24437,1.247965
2014-11-27,1.245975,1.25237,1.245625,1.250435
2014-11-28,1.2450299999999999,1.24903,1.242635,1.245975
2014-12-01,1.24702,1.250675,1.241955,1.2436850000000002
2014-12-02,1.23878,1.24762,1.2377,1.24702
2014-12-03,1.23143,1.23143,1.231405,1.231405
2014-12-04,1.23856,1.23858,1.23856,1.23857
2014-12-05,1.228455,1.23932,1.2270850000000002,1.23855
2014-12-07,1.22939,1.22939,1.22939,1.22939
2014-12-08,1.231465,1.231465,1.231465,1.231465
2014-12-10,1.24805,1.248695,1.236205,1.23881
2014-12-11,1.2393399999999999,1.24954,1.23701,1.24804
2014-12-15,1.24404,1.2479,1.2414450000000001,1.2464050000000002
2014-12-16,1.2510949999999998,1.2510949999999998,1.2510949999999998,1.2510949999999998
2014-12-17,1.233685,1.2515800000000001,1.23199,1.2510849999999998
2014-12-18,1.22882,1.228925,1.22882,1.22892
2014-12-22,1.22235,1.2272599999999998,1.221665,1.22247
2014-12-23,1.217525,1.22458,1.216485,1.22235
2014-12-25,1.2207599999999998,1.224855,1.21872,1.2192500000000002
2014-12-29,1.2153399999999999,1.22213,1.2143000000000002,1.21685
2014-12-30,1.216145,1.216145,1.216115,1.216115
